number,code,Type
831,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4, var5 = (0, 0)
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
832,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8)",ZFunc
833,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    var6 = 1
    while var6 < var2:
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
        var6 += 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
834,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8)",ZFunc
835,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4, var5 = (0, 0)
    for var6 in range(1, var2):
        if var6 <= var5:
            var7 = var6 - var4
            var3[var6] = min(var5 - var6 + 1, var3[var7])
        while var6 + var3[var6] < var2 and var1[var3[var6]] == var1[var6 + var3[var6]]:
            var3[var6] += 1
        if var6 + var3[var6] - 1 > var5:
            var4 = var6
            var5 = var6 + var3[var6] - 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
836,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
837,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4, var5 = (0, 0)
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
838,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4, var5 = (0, 0)
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
839,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
840,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8)",ZFunc
841,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
842,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4, var5 = (0, 0)
    var6 = 1
    while var6 < var2:
        if var6 <= var5:
            var3[var6] = min(var5 - var6 + 1, var3[var6 - var4])
        while var6 + var3[var6] < var2 and var1[var3[var6]] == var1[var6 + var3[var6]]:
            var3[var6] += 1
        if var6 + var3[var6] - 1 > var5:
            var4 = var6
            var5 = var6 + var3[var6] - 1
        var6 += 1
    return var3
var7 = input()
var8 = len(var7)
var9 = var0(var7)",ZFunc
843,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 <= var5:
            var3[var6] = min(var5 - var6 + 1, var3[var6 - var4])
        while var6 + var3[var6] < var2 and var1[var3[var6]] == var1[var6 + var3[var6]]:
            var3[var6] += 1
        if var6 + var3[var6] - 1 > var5:
            var4 = var6
            var5 = var6 + var3[var6] - 1
    return var3
var7 = input()
var2 = len(var7)
var8 = var0(var7)",ZFunc
844,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
845,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    var6 = 1
    while var6 < var2:
        if var6 <= var5:
            var3[var6] = min(var5 - var6 + 1, var3[var6 - var4])
        while var6 + var3[var6] < var2 and var1[var3[var6]] == var1[var6 + var3[var6]]:
            var3[var6] += 1
        if var6 + var3[var6] - 1 > var5:
            var4 = var6
            var5 = var6 + var3[var6] - 1
        var6 += 1
    return var3
var7 = input()
var2 = len(var7)
var8 = var0(var7)",ZFunc
846,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4, var5 = (0, 0)
    for var6 in range(1, var2):
        if var6 <= var5:
            var3[var6] = min(var5 - var6 + 1, var3[var6 - var4])
        while var6 + var3[var6] < var2 and var1[var3[var6]] == var1[var6 + var3[var6]]:
            var3[var6] += 1
        if var6 + var3[var6] - 1 > var5:
            var4 = var6
            var5 = var6 + var3[var6] - 1
    return var3
var7 = input()
var2 = len(var7)
var8 = var0(var7)",ZFunc
847,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            var7 = 0
            while var5 < var2 and var1[var7] == var1[var5]:
                var7 += 1
                var5 += 1
            var3[var6] = var7
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                var7 = 0
                while var5 < var2 and var1[var7] == var1[var5]:
                    var7 += 1
                    var5 += 1
                var3[var6] = var7
                var5 -= 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
848,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 <= var5:
            var3[var6] = min(var5 - var6 + 1, var3[var6 - var4])
        while var6 + var3[var6] < var2 and var1[var3[var6]] == var1[var6 + var3[var6]]:
            var3[var6] += 1
        if var6 + var3[var6] - 1 > var5:
            var4 = var6
            var5 = var6 + var3[var6] - 1
    return var3
var7 = input()
var2 = len(var7)
var8 = var0(var7)",ZFunc
849,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4, var5 = (0, 0)
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
850,"def var0(var1, var2, var3, var4, var5):
    var6 = len(var1)
    if var2 == var6:
        return var5
    if var2 <= var4:
        var5[var2] = min(var4 - var2 + 1, var5[var2 - var3])
    else:
        var7, var8 = (var2, var2)
        while var8 < var6 and var1[var8 - var7] == var1[var8]:
            var8 += 1
        var5[var2] = var8 - var7
        var3 = var2
        var4 = var8 - 1
    return var0(var1, var2 + 1, var3, var4, var5)
var9 = input()
var6 = len(var9)
var10 = [0] * var6
var11 = var0(var9, 1, 0, 0, var10)",ZFunc
851,"def var0(var1, var2):
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8, var9)",ZFunc
852,"def var0(var1, var2):
    var3 = [0] * var2
    var4, var5 = (0, 0)
    var6 = 1
    while var6 < var2:
        if var6 <= var5:
            var3[var6] = min(var5 - var6 + 1, var3[var6 - var4])
        else:
            var4, var5 = (var6, var6)
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        var6 += 1
    return var3
var7 = input()
var8 = len(var7)
var9 = var0(var7, var8)",ZFunc
853,"def var0(var1, var2):
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8, var9)",ZFunc
854,"def var0(var1, var2):
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8, var9)",ZFunc
855,"def var0(var1, var2):
    var3 = [0] * var2
    var4, var5 = (0, 0)
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8, var9)",ZFunc
856,"def var0(var1, var2):
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 <= var5:
            var3[var6] = min(var5 - var6 + 1, var3[var6 - var4])
        else:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
    return var3
var7 = input()
var8 = len(var7)
var9 = var0(var7, var8)",ZFunc
857,"def var0(var1, var2):
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    var6 = 1
    while var6 < var2:
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
        var6 += 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8, var9)",ZFunc
858,"def var0(var1, var2):
    var3 = [0] * var2
    var4, var5 = (0, 0)
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8, var9)",ZFunc
859,"def var0(var1, var2):
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8, var9)",ZFunc
860,"def var0(var1, var2):
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8, var9)",ZFunc
861,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4, var5 = (0, 0)
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
862,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8)",ZFunc
863,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    var6 = 1
    while var6 < var2:
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
        var6 += 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
864,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8)",ZFunc
865,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4, var5 = (0, 0)
    for var6 in range(1, var2):
        if var6 <= var5:
            var7 = var6 - var4
            var3[var6] = min(var5 - var6 + 1, var3[var7])
        while var6 + var3[var6] < var2 and var1[var3[var6]] == var1[var6 + var3[var6]]:
            var3[var6] += 1
        if var6 + var3[var6] - 1 > var5:
            var4 = var6
            var5 = var6 + var3[var6] - 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
866,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
867,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4, var5 = (0, 0)
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
868,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 <= var5:
            var7 = var6 - var4
            var3[var6] = min(var5 - var6 + 1, var3[var7])
        while var6 + var3[var6] < var2 and var1[var3[var6]] == var1[var6 + var3[var6]]:
            var3[var6] += 1
        if var6 + var3[var6] - 1 > var5:
            var4 = var6
            var5 = var6 + var3[var6] - 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
869,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4, var5 = (0, 0)
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
870,"def var0(var1):
    var2 = len(var1)
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 <= var5:
            var7 = var6 - var4
            var3[var6] = min(var5 - var6 + 1, var3[var7])
        while var6 + var3[var6] < var2 and var1[var3[var6]] == var1[var6 + var3[var6]]:
            var3[var6] += 1
        if var6 + var3[var6] - 1 > var5:
            var4 = var6
            var5 = var6 + var3[var6] - 1
    return var3
var8 = input()
var2 = len(var8)
var9 = var0(var8)",ZFunc
871,"def var0(var1, var2):
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                while var5 < var2 and var1[var5 - var4] == var1[var5]:
                    var5 += 1
                var3[var6] = var5 - var4
                var5 -= 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8, var9)",ZFunc
872,"def var0(var1, var2):
    var3 = [0] * var2
    var4, var5 = (0, 0)
    var6 = 1
    while var6 < var2:
        if var6 <= var5:
            var3[var6] = min(var5 - var6 + 1, var3[var6 - var4])
        else:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        var6 += 1
    return var3
var7 = input()
var8 = len(var7)
var9 = var0(var7, var8)",ZFunc
873,"def var0(var1, var2):
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            var7 = 0
            while var4 + var7 < var2 and var1[var7] == var1[var4 + var7]:
                var7 += 1
            var3[var6] = var7
            var5 = var4 + var7 - 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                var7 = var5 - var6 + 1
                while var4 + var7 < var2 and var1[var7] == var1[var4 + var7]:
                    var7 += 1
                var3[var6] = var7
                var5 = var4 + var7 - 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8, var9)",ZFunc
874,"def var0(var1, var2):
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var8 = var6
                var9 = var5
                while var9 < var2 and var1[var9 - var8] == var1[var9]:
                    var9 += 1
                var3[var6] = var9 - var8
                var5 = var9 - 1
    return var3
var10 = input()
var11 = len(var10)
var12 = var0(var10, var11)",ZFunc
875,"def var0(var1, var2):
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 <= var5:
            var3[var6] = min(var5 - var6 + 1, var3[var6 - var4])
        else:
            var4 = var5 = var6
            var7 = 0
            while var4 + var7 < var2 and var1[var7] == var1[var4 + var7]:
                var7 += 1
            var3[var6] = var7
            var5 = var4 + var7 - 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8, var9)",ZFunc
876,"def var0(var1, var2):
    var3 = [0] * var2
    var4, var5 = (0, 0)
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            var7 = 0
            while var4 + var7 < var2 and var1[var7] == var1[var4 + var7]:
                var7 += 1
            var3[var6] = var7
            var5 = var4 + var7 - 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var4 = var6
                var7 = var5 - var6 + 1
                while var4 + var7 < var2 and var1[var7] == var1[var4 + var7]:
                    var7 += 1
                var3[var6] = var7
                var5 = var4 + var7 - 1
    return var3
var8 = input()
var9 = len(var8)
var10 = var0(var8, var9)",ZFunc
877,"def var0(var1, var2):
    var3 = [0] * var2
    var4 = 0
    var5 = 0
    for var6 in range(1, var2):
        if var6 > var5:
            var4 = var5 = var6
            while var5 < var2 and var1[var5 - var4] == var1[var5]:
                var5 += 1
            var3[var6] = var5 - var4
            var5 -= 1
        else:
            var7 = var6 - var4
            if var3[var7] < var5 - var6 + 1:
                var3[var6] = var3[var7]
            else:
                var8 = var6
                var9 = var5
                while var9 < var2 and var1[var9 - var8] == var1[var9]:
                    var9 += 1
                var3[var6] = var9 - var8
                var5 = var9 - 1
    return var3
var10 = input()
var11 = len(var10)
var12 = var0(var10, var11)",ZFunc
