number,code,Type
439,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    var4 = [[0] * var3 for var5 in range(var2)]
    var6 = [[''] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var7 in range(1, var2):
        var4[var7][0] = var4[var7 - 1][0] + var1[var7][0]
        var6[var7][0] = 'D' + var6[var7 - 1][0]
    for var8 in range(1, var3):
        var4[0][var8] = var4[0][var8 - 1] + var1[0][var8]
        var6[0][var8] = 'R' + var6[0][var8 - 1]
    for var7 in range(1, var2):
        for var8 in range(1, var3):
            if var4[var7 - 1][var8] < var4[var7][var8 - 1]:
                var4[var7][var8] = var4[var7 - 1][var8] + var1[var7][var8]
                var6[var7][var8] = 'D' + var6[var7 - 1][var8]
            else:
                var4[var7][var8] = var4[var7][var8 - 1] + var1[var7][var8]
                var6[var7][var8] = 'R' + var6[var7][var8 - 1]
    return (var4[var2 - 1][var3 - 1], var6[var2 - 1][var3 - 1])",Turtle
440,"import multiprocessing

def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    if var2 == 0:
        return (0, '')
    var4 = [[0] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]

    def var6(var7):
        for var8 in range(var3):
            if var7 > 0:
                var4[var7][var8] = var4[var7 - 1][var8] + var1[var7][var8]
            elif var8 > 0:
                var4[var7][var8] = var4[var7][var8 - 1] + var1[var7][var8]
    with multiprocessing.Pool() as var9:
        var9.map(var6, range(1, var2))
    for var10 in range(1, var2):
        for var8 in range(1, var3):
            var4[var10][var8] = min(var4[var10 - 1][var8], var4[var10][var8 - 1]) + var1[var10][var8]
    var11 = ''
    var10, var8 = (var2 - 1, var3 - 1)
    while var10 > 0 or var8 > 0:
        if var10 > 0 and var8 > 0 and (var4[var10 - 1][var8] <= var4[var10][var8 - 1]):
            var11 = 'D' + var11
            var10 -= 1
        else:
            var11 = 'R' + var11
            var8 -= 1
    return (var4[var2 - 1][var3 - 1], var11)",Turtle
441,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    var4 = {}

    def var5(var6, var7):
        if (var6, var7) in var4:
            return var4[var6, var7]
        if var6 == var2 - 1 and var7 == var3 - 1:
            return (var1[var6][var7], '')
        if var6 >= var2 or var7 >= var3:
            return (float('inf'), '')
        var8, var9 = var5(var6 + 1, var7)
        var10, var11 = var5(var6, var7 + 1)
        if var8 < var10:
            var12 = var1[var6][var7] + var8
            var13 = 'D' + var9
        else:
            var12 = var1[var6][var7] + var10
            var13 = 'R' + var11
        var4[var6, var7] = (var12, var13)
        return (var12, var13)
    if not var1:
        return (0, '')
    return var5(0, 0)",Turtle
442,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    var4 = [[0] * var3 for var5 in range(var2)]
    var6 = [[''] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var7 in range(1, var2):
        var4[var7][0] = var4[var7 - 1][0] + var1[var7][0]
        var6[var7][0] = 'D' + var6[var7 - 1][0]
    for var8 in range(1, var3):
        var4[0][var8] = var4[0][var8 - 1] + var1[0][var8]
        var6[0][var8] = 'R' + var6[0][var8 - 1]
    for var7 in range(1, var2):
        for var8 in range(1, var3):
            if var4[var7 - 1][var8] < var4[var7][var8 - 1]:
                var4[var7][var8] = var1[var7][var8] + var4[var7 - 1][var8]
                var6[var7][var8] = 'D' + var6[var7 - 1][var8]
            else:
                var4[var7][var8] = var1[var7][var8] + var4[var7][var8 - 1]
                var6[var7][var8] = 'R' + var6[var7][var8 - 1]
    return (var4[var2 - 1][var3 - 1], var6[var2 - 1][var3 - 1])",Turtle
443,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    if var2 == 0 or var3 == 0:
        return (0, '')
    var4 = [0] * var3
    var5 = [0] * var3
    var6 = [''] * var3
    var7 = [''] * var3
    var4[0] = var1[0][0]
    var6[0] = ''
    for var8 in range(1, var3):
        var4[var8] = var4[var8 - 1] + var1[0][var8]
        var6[var8] = 'R' + var6[var8 - 1]
    for var9 in range(1, var2):
        var5[0] = var4[0] + var1[var9][0]
        var7[0] = 'D' + var6[0]
        for var8 in range(1, var3):
            if var4[var8] < var5[var8 - 1]:
                var5[var8] = var1[var9][var8] + var4[var8]
                var7[var8] = 'D' + var6[var8]
            else:
                var5[var8] = var1[var9][var8] + var5[var8 - 1]
                var7[var8] = 'R' + var7[var8 - 1]
        var4 = var5[:]
        var6 = var7[:]
    return (var4[var3 - 1], var6[var3 - 1])",Turtle
444,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    for var4 in range(var2):
        for var5 in range(var3):
            if var4 == 0 and var5 == 0:
                continue
            var6 = var1[var4 - 1][var5] if var4 > 0 else float('inf')
            var7 = var1[var4][var5 - 1] if var5 > 0 else float('inf')
            var1[var4][var5] += min(var6, var7)
    return (var1[var2 - 1][var3 - 1], '')",Turtle
445,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    var4 = [[0] * var3 for var5 in range(var2)]
    var6 = [[None] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var7 in range(1, var2):
        var4[var7][0] = var4[var7 - 1][0] + var1[var7][0]
        var6[var7][0] = (var7 - 1, 0)
    for var8 in range(1, var3):
        var4[0][var8] = var4[0][var8 - 1] + var1[0][var8]
        var6[0][var8] = (0, var8 - 1)
    for var7 in range(1, var2):
        for var8 in range(1, var3):
            if var4[var7 - 1][var8] < var4[var7][var8 - 1]:
                var4[var7][var8] = var1[var7][var8] + var4[var7 - 1][var8]
                var6[var7][var8] = (var7 - 1, var8)
            else:
                var4[var7][var8] = var1[var7][var8] + var4[var7][var8 - 1]
                var6[var7][var8] = (var7, var8 - 1)
    var9 = ''
    var10 = (var2 - 1, var3 - 1)
    while var10 != (0, 0):
        var11 = var6[var10[0]][var10[1]]
        if var11[0] < var10[0]:
            var9 = 'D' + var9
        else:
            var9 = 'R' + var9
        var10 = var11
    return (var4[var2 - 1][var3 - 1], var9)",Turtle
446,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    var4 = [[float('inf')] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]

    def var6(var7, var8, var9):
        if var7 == var2 - 1 and var8 == var3 - 1:
            yield (var4[var7][var8], var9)
        else:
            if var7 + 1 < var2:
                var4[var7 + 1][var8] = min(var4[var7 + 1][var8], var4[var7][var8] + var1[var7 + 1][var8])
                yield from var6(var7 + 1, var8, var9 + 'D')
            if var8 + 1 < var3:
                var4[var7][var8 + 1] = min(var4[var7][var8 + 1], var4[var7][var8] + var1[var7][var8 + 1])
                yield from var6(var7, var8 + 1, var9 + 'R')
    if var2 == 0 or var3 == 0:
        return (0, '')
    var10 = float('inf')
    var11 = ''
    for var12, var13 in var6(0, 0, ''):
        if var12 < var10:
            var10, var11 = (var12, var13)
    return (var10, var11)",Turtle
447,"from functools import reduce

def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    if var2 == 0 or var3 == 0:
        return (0, '')
    var4 = [[0] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var6 in range(var2):
        for var7 in range(var3):
            if var6 == 0 and var7 == 0:
                continue
            var4[var6][var7] = var1[var6][var7] + min(var4[var6 - 1][var7] if var6 > 0 else float('inf'), var4[var6][var7 - 1] if var7 > 0 else float('inf'))
    return (var4[var2 - 1][var3 - 1], '')",Turtle
448,"import numpy as np

def var0(var1):
    var1 = np.array(var1)
    var2, var3 = var1.shape
    var4 = np.zeros((var2, var3))
    var4[0, 0] = var1[0, 0]
    for var5 in range(1, var2):
        var4[var5, 0] = var4[var5 - 1, 0] + var1[var5, 0]
    for var6 in range(1, var3):
        var4[0, var6] = var4[0, var6 - 1] + var1[0, var6]
    for var5 in range(1, var2):
        for var6 in range(1, var3):
            var4[var5, var6] = var1[var5, var6] + min(var4[var5 - 1, var6], var4[var5, var6 - 1])
    return (int(var4[var2 - 1, var3 - 1]), '')",Turtle
449,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    var4 = [[0] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var6 in range(var2):
        for var7 in range(var3):
            if var6 == 0 and var7 == 0:
                continue
            var8 = var4[var6 - 1][var7] if var6 > 0 else float('inf')
            var9 = var4[var6][var7 - 1] if var7 > 0 else float('inf')
            var4[var6][var7] = var1[var6][var7] + min(var8, var9)
            if var4[var6][var7] > 100000:
                return (float('inf'), '')
    return (var4[var2 - 1][var3 - 1], '')",Turtle
450,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    if var2 == 0 or var3 == 0:
        return (0, '')
    var4 = [[0] * var3 for var5 in range(var2)]
    var6 = [[''] * var3 for var5 in range(var2)]
    var4[0] = list(var7.cumsum(var1[0]))
    var6[0] = ['R' * var8 for var8 in range(var3)]
    for var9 in range(1, var2):
        var4[var9][0] = var4[var9 - 1][0] + var1[var9][0]
        var6[var9][0] = 'D' + var6[var9 - 1][0]
        for var8 in range(1, var3):
            if var4[var9 - 1][var8] < var4[var9][var8 - 1]:
                var4[var9][var8] = var1[var9][var8] + var4[var9 - 1][var8]
                var6[var9][var8] = 'D' + var6[var9 - 1][var8]
            else:
                var4[var9][var8] = var1[var9][var8] + var4[var9][var8 - 1]
                var6[var9][var8] = 'R' + var6[var9][var8 - 1]
    return (var4[var2 - 1][var3 - 1], var6[var2 - 1][var3 - 1])",Turtle
451,"def var0(var1):
    if not var1 or not var1[0]:
        return (0, '')
    var2, var3 = (len(var1), len(var1[0]))
    var4 = {}

    def var5(var6, var7):
        if (var6, var7) in var4:
            return var4[var6, var7]
        if var6 == var2 - 1 and var7 == var3 - 1:
            return (var1[var6][var7], '')
        if var6 >= var2 or var7 >= var3:
            return (float('inf'), '')
        var8, var9 = var5(var6, var7 + 1)
        var10, var11 = var5(var6 + 1, var7)
        var12 = var1[var6][var7] + min(var8, var10)
        var13 = 'R' + var9 if var8 <= var10 else 'D' + var11
        var4[var6, var7] = (var12, var13)
        return (var12, var13)
    return var5(0, 0)",Turtle
452,"def var0(var1):
    if not var1 or not var1[0]:
        return (0, '')
    var2, var3 = (len(var1), len(var1[0]))
    var4 = [[0] * var3 for var5 in range(var2)]
    var6 = [[''] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var7 in range(var2):
        for var8 in range(var3):
            if var7 == 0 and var8 == 0:
                continue
            var9 = var4[var7 - 1][var8] if var7 > 0 else float('inf')
            var10 = var4[var7][var8 - 1] if var8 > 0 else float('inf')
            if var9 <= var10:
                var4[var7][var8] = var1[var7][var8] + var9
                var6[var7][var8] = 'D' + var6[var7 - 1][var8]
            else:
                var4[var7][var8] = var1[var7][var8] + var10
                var6[var7][var8] = 'R' + var6[var7][var8 - 1]
    return (var4[var2 - 1][var3 - 1], var6[var2 - 1][var3 - 1])",Turtle
453,"def var0(var1):
    if not var1 or not var1[0]:
        return (0, '')
    var2, var3 = (len(var1), len(var1[0]))
    var4 = [0] * var3
    var5 = [0] * var3
    var4[0] = var1[0][0]
    for var6 in range(1, var3):
        var4[var6] = var4[var6 - 1] + var1[0][var6]
    for var7 in range(1, var2):
        var5[0] = var4[0] + var1[var7][0]
        for var6 in range(1, var3):
            var5[var6] = var1[var7][var6] + min(var4[var6], var5[var6 - 1])
        var4 = var5[:]
    return (var4[var3 - 1], '')",Turtle
454,"def var0(var1):
    if not var1 or not var1[0]:
        return (0, '')
    var2, var3 = (len(var1), len(var1[0]))
    for var4 in range(var2):
        for var5 in range(var3):
            if var4 == 0 and var5 == 0:
                continue
            var6 = var1[var4 - 1][var5] if var4 > 0 else float('inf')
            var7 = var1[var4][var5 - 1] if var5 > 0 else float('inf')
            var1[var4][var5] += min(var6, var7)
    return (var1[var2 - 1][var3 - 1], '')",Turtle
455,"def var0(var1):
    if not var1 or not var1[0]:
        return (0, '')
    var2, var3 = (len(var1), len(var1[0]))
    var4 = [[0] * var3 for var5 in range(var2)]
    var6 = [[None] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var7 in range(var2):
        for var8 in range(var3):
            if var7 == 0 and var8 == 0:
                continue
            var9 = var4[var7 - 1][var8] if var7 > 0 else float('inf')
            var10 = var4[var7][var8 - 1] if var8 > 0 else float('inf')
            if var9 <= var10:
                var4[var7][var8] = var1[var7][var8] + var9
                var6[var7][var8] = (var7 - 1, var8)
            else:
                var4[var7][var8] = var1[var7][var8] + var10
                var6[var7][var8] = (var7, var8 - 1)
    var11 = ''
    var7, var8 = (var2 - 1, var3 - 1)
    while var7 > 0 or var8 > 0:
        if var6[var7][var8] == (var7 - 1, var8):
            var11 = 'D' + var11
        else:
            var11 = 'R' + var11
        var7, var8 = var6[var7][var8]
    return (var4[var2 - 1][var3 - 1], var11)",Turtle
456,"def var0(var1):

    def var2(var3, var4):
        if var3 == 0 and var4 == 0:
            yield (var1[0][0], '')
        elif var3 == 0:
            var5, var6 = (yield from var2(var3, var4 - 1))
            yield (var1[var3][var4] + var5, 'R' + var6)
        elif var4 == 0:
            var5, var6 = (yield from var2(var3 - 1, var4))
            yield (var1[var3][var4] + var5, 'D' + var6)
        else:
            var7, var8 = (yield from var2(var3 - 1, var4))
            var9, var10 = (yield from var2(var3, var4 - 1))
            if var7 <= var9:
                yield (var1[var3][var4] + var7, 'D' + var8)
            else:
                yield (var1[var3][var4] + var9, 'R' + var10)
    if not var1 or not var1[0]:
        return (0, '')
    else:
        var11, var12 = next(var2(len(var1) - 1, len(var1[0]) - 1))
        return (var11, var12)",Turtle
457,"from functools import reduce

def var0(var1):
    if not var1 or not var1[0]:
        return (0, '')
    var2, var3 = (len(var1), len(var1[0]))
    var4 = [[0] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var6 in range(var2):
        for var7 in range(var3):
            if var6 == 0 and var7 == 0:
                continue
            var4[var6][var7] = var1[var6][var7] + min(var4[var6 - 1][var7] if var6 > 0 else float('inf'), var4[var6][var7 - 1] if var7 > 0 else float('inf'))
    var8 = [[''] * var3 for var5 in range(var2)]

    def var9(var10, var11):
        if var10 == 0 and var11 == 0:
            return ''
        elif var10 == 0:
            return 'R' + var9(var10, var11 - 1)
        elif var11 == 0:
            return 'D' + var9(var10 - 1, var11)
        elif var4[var10 - 1][var11] <= var4[var10][var11 - 1]:
            return 'D' + var9(var10 - 1, var11)
        else:
            return 'R' + var9(var10, var11 - 1)
    return (var4[var2 - 1][var3 - 1], var9(var2 - 1, var3 - 1))",Turtle
458,"import numpy as np

def var0(var1):
    if not var1 or not var1[0]:
        return (0, '')
    var2 = np.array(var1)
    var3, var4 = var2.shape
    var5 = np.zeros((var3, var4))
    var5[0, 0] = var2[0, 0]
    for var6 in range(var3):
        for var7 in range(var4):
            if var6 == 0 and var7 == 0:
                continue
            var5[var6, var7] = var2[var6, var7] + np.min([var5[var6 - 1, var7] if var6 > 0 else np.inf, var5[var6, var7 - 1] if var7 > 0 else np.inf])
    return (var5[var3 - 1, var4 - 1], '')",Turtle
459,"def var0(var1):
    if not var1 or not var1[0]:
        return (0, '')
    var2, var3 = (len(var1), len(var1[0]))
    var4 = [[0] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var6 in range(var2):
        for var7 in range(var3):
            if var6 == 0 and var7 == 0:
                continue
            var8 = var4[var6 - 1][var7] if var6 > 0 else float('inf')
            var9 = var4[var6][var7 - 1] if var7 > 0 else float('inf')
            if var8 < var9:
                var4[var6][var7] = var1[var6][var7] + var8
            else:
                var4[var6][var7] = var1[var6][var7] + var9
    return (var4[var2 - 1][var3 - 1], '')",Turtle
460,"import multiprocessing

def var0(var1):
    if not var1 or not var1[0]:
        return (0, '')
    var2, var3 = (len(var1), len(var1[0]))
    var4 = [[0] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var6 in range(var2):
        for var7 in range(var3):
            if var6 == 0 and var7 == 0:
                continue
            var8 = var4[var6 - 1][var7] if var6 > 0 else float('inf')
            var9 = var4[var6][var7 - 1] if var7 > 0 else float('inf')
            var4[var6][var7] = var1[var6][var7] + min(var8, var9)
    return (var4[var2 - 1][var3 - 1], '')",Turtle
461,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    var4 = {}

    def var5(var6, var7):
        if (var6, var7) in var4:
            return var4[var6, var7]
        if var6 == var2 - 1 and var7 == var3 - 1:
            return (var1[var6][var7], '')
        if var6 >= var2 or var7 >= var3:
            return (float('inf'), '')
        var8, var9 = var5(var6 + 1, var7)
        var10, var11 = var5(var6, var7 + 1)
        if var8 < var10:
            var12 = (var1[var6][var7] + var8, 'D' + var9)
        else:
            var12 = (var1[var6][var7] + var10, 'R' + var11)
        var4[var6, var7] = var12
        return var12
    if var2 == 0 or var3 == 0:
        return (0, '')
    return var5(0, 0)",Turtle
462,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    var4 = [[0] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var6 in range(1, var2):
        var4[var6][0] = var4[var6 - 1][0] + var1[var6][0]
    for var7 in range(1, var3):
        var4[0][var7] = var4[0][var7 - 1] + var1[0][var7]
    for var6 in range(1, var2):
        for var7 in range(1, var3):
            var4[var6][var7] = var1[var6][var7] + min(var4[var6 - 1][var7], var4[var6][var7 - 1])
    var8 = ''
    var9, var10 = (var2 - 1, var3 - 1)
    while var9 > 0 or var10 > 0:
        if var9 > 0 and var4[var9 - 1][var10] <= var4[var9][var10 - 1] if var10 > 0 else True:
            var8 = 'D' + var8
            var9 -= 1
        else:
            var8 = 'R' + var8
            var10 -= 1
    return (var4[var2 - 1][var3 - 1], var8)",Turtle
463,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    if var2 == 0 or var3 == 0:
        return (0, '')
    var4 = [0] * var3
    var4[0] = var1[0][0]
    for var5 in range(1, var3):
        var4[var5] = var4[var5 - 1] + var1[0][var5]
    for var6 in range(1, var2):
        var7 = [0] * var3
        var7[0] = var4[0] + var1[var6][0]
        for var5 in range(1, var3):
            var7[var5] = var1[var6][var5] + min(var4[var5], var7[var5 - 1])
        var4 = var7
    var8 = ''
    var9, var10 = (var2 - 1, var3 - 1)
    while var9 > 0 or var10 > 0:
        if var9 > 0 and (var10 == 0 or var4[var10 - 1] >= var4[var10]):
            var8 = 'D' + var8
            var9 -= 1
        else:
            var8 = 'R' + var8
            var10 -= 1
    return (var4[var3 - 1], var8)",Turtle
464,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    if var2 == 0 or var3 == 0:
        return (0, '')
    for var4 in range(1, var2):
        var1[var4][0] += var1[var4 - 1][0]
    for var5 in range(1, var3):
        var1[0][var5] += var1[0][var5 - 1]
    for var4 in range(1, var2):
        for var5 in range(1, var3):
            var1[var4][var5] += min(var1[var4 - 1][var5], var1[var4][var5 - 1])
    var6 = ''
    var7, var8 = (var2 - 1, var3 - 1)
    while var7 > 0 or var8 > 0:
        if var7 > 0 and var1[var7 - 1][var8] <= var1[var7][var8 - 1] if var8 > 0 else True:
            var6 = 'D' + var6
            var7 -= 1
        else:
            var6 = 'R' + var6
            var8 -= 1
    return (var1[var2 - 1][var3 - 1], var6)",Turtle
465,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    var4 = [[0] * var3 for var5 in range(var2)]
    var6 = [[None] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var7 in range(var2):
        for var8 in range(var3):
            if var7 == 0 and var8 == 0:
                continue
            var9 = var4[var7 - 1][var8] if var7 > 0 else float('inf')
            var10 = var4[var7][var8 - 1] if var8 > 0 else float('inf')
            if var9 < var10:
                var4[var7][var8] = var1[var7][var8] + var9
                var6[var7][var8] = (var7 - 1, var8)
            else:
                var4[var7][var8] = var1[var7][var8] + var10
                var6[var7][var8] = (var7, var8 - 1)
    var11 = ''
    var12, var13 = (var2 - 1, var3 - 1)
    while var12 != 0 or var13 != 0:
        var14, var15 = var6[var12][var13]
        if var14 == var12 - 1:
            var11 = 'D' + var11
        else:
            var11 = 'R' + var11
        var12, var13 = (var14, var15)
    return (var4[var2 - 1][var3 - 1], var11)",Turtle
466,"def var0(var1):

    def var2(var3, var4):
        if var3 == len(var1) - 1 and var4 == len(var1[0]) - 1:
            yield (var1[var3][var4], '')
        elif var3 >= len(var1) or var4 >= len(var1[0]):
            yield (float('inf'), '')
        else:
            var5, var6 = next(var2(var3 + 1, var4))
            var7, var8 = next(var2(var3, var4 + 1))
            if var5 < var7:
                yield (var1[var3][var4] + var5, 'D' + var6)
            else:
                yield (var1[var3][var4] + var7, 'R' + var8)
    if not var1 or var1[0] == []:
        return (0, '')
    return next(var2(0, 0))",Turtle
467,"from functools import reduce

def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    if var2 == 0 or var3 == 0:
        return (0, '')
    var4 = reduce(lambda var5, var6: var5 + [[0] * var3], range(var2), [])
    var4[0][0] = var1[0][0]
    for var6 in range(var2):
        for var7 in range(var3):
            if var6 > 0 and var7 > 0:
                var4[var6][var7] = var1[var6][var7] + min(var4[var6 - 1][var7], var4[var6][var7 - 1])
            elif var6 > 0:
                var4[var6][var7] = var1[var6][var7] + var4[var6 - 1][var7]
            elif var7 > 0:
                var4[var6][var7] = var1[var6][var7] + var4[var6][var7 - 1]
    var8 = ''
    var9, var10 = (var2 - 1, var3 - 1)
    while var9 > 0 or var10 > 0:
        if var9 > 0 and (var10 == 0 or var4[var9 - 1][var10] <= var4[var9][var10 - 1]):
            var8 = 'D' + var8
            var9 -= 1
        else:
            var8 = 'R' + var8
            var10 -= 1
    return (var4[var2 - 1][var3 - 1], var8)",Turtle
468,"import numpy as np

def var0(var1):
    var1 = np.array(var1)
    var2, var3 = var1.shape
    if var2 == 0 or var3 == 0:
        return (0, '')
    var4 = np.zeros((var2, var3), dtype=int)
    var4[0, 0] = var1[0, 0]
    for var5 in range(1, var2):
        var4[var5, 0] = var4[var5 - 1, 0] + var1[var5, 0]
    for var6 in range(1, var3):
        var4[0, var6] = var4[0, var6 - 1] + var1[0, var6]
    for var5 in range(1, var2):
        for var6 in range(1, var3):
            var4[var5, var6] = var1[var5, var6] + np.min([var4[var5 - 1, var6], var4[var5, var6 - 1]])
    var7 = ''
    var8, var9 = (var2 - 1, var3 - 1)
    while var8 > 0 or var9 > 0:
        if var8 > 0 and (var9 == 0 or var4[var8 - 1, var9] <= var4[var8, var9 - 1]):
            var7 = 'D' + var7
            var8 -= 1
        else:
            var7 = 'R' + var7
            var9 -= 1
    return (int(var4[var2 - 1, var3 - 1]), var7)",Turtle
469,"def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    if var2 == 0 or var3 == 0:
        return (0, '')
    var4 = [[0] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var6 in range(1, var2):
        var4[var6][0] = var4[var6 - 1][0] + var1[var6][0]
    for var7 in range(1, var3):
        var4[0][var7] = var4[0][var7 - 1] + var1[0][var7]
    for var6 in range(1, var2):
        for var7 in range(1, var3):
            var4[var6][var7] = var1[var6][var7] + min(var4[var6 - 1][var7], var4[var6][var7 - 1])
    var8 = ''
    var9, var10 = (var2 - 1, var3 - 1)
    while var9 > 0 or var10 > 0:
        if var9 > 0 and var4[var9 - 1][var10] <= var4[var9][var10 - 1] if var10 > 0 else True:
            var8 = 'D' + var8
            var9 -= 1
        else:
            var8 = 'R' + var8
            var10 -= 1
    return (var4[var2 - 1][var3 - 1], var8)",Turtle
470,"import multiprocessing

def var0(var1):
    var2 = len(var1)
    var3 = len(var1[0]) if var2 > 0 else 0
    if var2 == 0 or var3 == 0:
        return (0, '')
    var4 = [[0] * var3 for var5 in range(var2)]
    var4[0][0] = var1[0][0]
    for var6 in range(1, var2):
        var4[var6][0] = var4[var6 - 1][0] + var1[var6][0]
    for var7 in range(1, var3):
        var4[0][var7] = var4[0][var7 - 1] + var1[0][var7]

    def var8(var6):
        var9 = [0] * var3
        var9[0] = var4[var6][0] + var1[var6][0]
        for var7 in range(1, var3):
            var9[var7] = var1[var6][var7] + min(var4[var6][var7 - 1], var4[var6 - 1][var7] if var6 > 0 else float('inf'))
        return var9
    with multiprocessing.Pool() as var10:
        var11 = var10.map(var8, range(1, var2))
    for var6, var12 in enumerate(var11):
        var4[var6 + 1] = var12
    var13 = ''
    var12, var14 = (var2 - 1, var3 - 1)
    while var12 > 0 or var14 > 0:
        if var12 > 0 and (var14 == 0 or var4[var12 - 1][var14] <= var4[var12][var14 - 1]):
            var13 = 'D' + var13
            var12 -= 1
        else:
            var13 = 'R' + var13
            var14 -= 1
    return (var4[var2 - 1][var3 - 1], var13)",Turtle
471,"```python
def turtle_dp_1(grid):
    if not grid or not grid[0]:
        return 0, """"
    n, m = len(grid), len(grid[0])
    dp = {}
    def solve(row, col):
        if (row, col) == (n - 1, m - 1):
            return grid[row][col], """"
        if (row, col) in dp:
            return dp[(row, col)]
        
        min_cost = float('inf')
        best_path = """"
        
        if row + 1 < n:
            cost_down, path_down = solve(row + 1, col)
            if grid[row][col] + cost_down < min_cost:
                min_cost = grid[row][col] + cost_down
                best_path = ""D"" + path_down
        
        if col + 1 < m:
            cost_right, path_right = solve(row, col + 1)
            if grid[row][col] + cost_right < min_cost:
                min_cost = grid[row][col] + cost_right
                best_path = ""R"" + path_right
        
        dp[(row, col)] = (min_cost, best_path)
        return min_cost, best_path

    return solve(0, 0)
```",Turtle
472,"```python
def turtle_dp_2(matrix):
    rows, cols = len(matrix), len(matrix[0])
    dist = [[0] * cols for _ in range(rows)]
    dist[0][0] = matrix[0][0]
    for i in range(rows):
        for j in range(cols):
            if i == 0 and j == 0:
                continue
            up = dist[i-1][j] if i > 0 else float('inf')
            left = dist[i][j-1] if j > 0 else float('inf')
            dist[i][j] = matrix[i][j] + min(up, left)
    
    path = """"
    i, j = rows - 1, cols - 1
    while i > 0 or j > 0:
        if i > 0 and (j == 0 or dist[i-1][j] <= dist[i][j-1]):
            path = ""D"" + path
            i -= 1
        else:
            path = ""R"" + path
            j -= 1
    return dist[rows-1][cols-1], path
```",Turtle
473,"```python
def turtle_dp_3(terrain):
    n, m = len(terrain), len(terrain[0])
    dp = [0] * m
    for i in range(n):
        new_dp = [0] * m
        for j in range(m):
            if i == 0 and j == 0:
                new_dp[j] = terrain[i][j]
            elif i == 0:
                new_dp[j] = terrain[i][j] + dp[j-1] if j > 0 else terrain[i][j]
            elif j == 0:
                new_dp[j] = terrain[i][j] + new_dp[j] if i > 0 else terrain[i][j]
            else:
                new_dp[j] = terrain[i][j] + min(dp[j], new_dp[j-1])
        dp = new_dp
    
    path = """"
    i, j = n - 1, m - 1
    while i > 0 or j > 0:
        if i > 0 and (j == 0 or dp[j] <= dp[j-1] if j > 0 else True):
            path = ""D"" + path
            i -= 1
        else:
            path = ""R"" + path
            j -= 1
    return dp[m-1], path
```",Turtle
