number,code,Type
803,"def z_array_generator(phrase):
    length = len(phrase)
    yield 0
    for i in range(1, length):
        yield max(j for j in range(1, length - i + 1) if phrase[i:i+j] == phrase[:j])",ZFunc
804,"def z_array_recursive(pattern):
    length = len(pattern)
    def compute_z(index):
        if index == 0:
            return 0
        max_len = 0
        for k in range(1, length - index + 1):
            if pattern[:k] == pattern[index:index+k]:
                max_len = k
        return max_len
    return [compute_z(i) for i in range(length)]",ZFunc
805,"def z_array_comprehension(seq):
    n = len(seq)
    return [max(k for k in range(1, n - i + 1) if seq[i:i+k] == seq[:k]) for i in range(n)]",ZFunc
806,"def z_array_bitwise(data):
    length = len(data)
    z_values = [0] * length
    l = 0
    r = 0
    for k in range(1, length):
        if k > r:
            l = r = k
            while r < length and data[r - l] == data[r]:
                r += 1
            z_values[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z_values[k1] < r - k + 1:
                z_values[k] = z_values[k1]
            else:
                l = k
                while r < length and data[r - l] == data[r]:
                    r += 1
                z_values[k] = r - l
                r -= 1
    return z_values",ZFunc
807,"def z_array_functional(text_input):
    n = len(text_input)
    z = [0] * n
    def calculate_z(i):
        return max(j for j in range(1, n - i + 1) if text_input[i:i+j] == text_input[:j])
    return list(map(calculate_z, range(n)))",ZFunc
808,"def z_array_iterative(string_input):
    n = len(string_input)
    z_arr = [0] * n
    for i in range(1, n):
        j = 0
        while i + j < n and string_input[j] == string_input[i + j]:
            j += 1
        z_arr[i] = j
    return z_arr",ZFunc
809,"def z_array_optimized(s):
    n = len(s)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i <= r:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                j = r - i + 1
                while i + j < n and s[j] == s[i + j]:
                    j += 1
                z[i] = j
                l = i
                r = i + j - 1
        else:
            j = 0
            while i + j < n and s[j] == s[i + j]:
                j += 1
            z[i] = j
            if j > 0:
                l = i
                r = i + j - 1
    return z",ZFunc
810,"def z_array_alt(text_str):
    length = len(text_str)
    z_values = [0] * length
    left_bound = 0
    right_bound = 0
    for k in range(1, length):
        if k > right_bound:
            left_bound = right_bound = k
            while right_bound < length and text_str[right_bound - left_bound] == text_str[right_bound]:
                right_bound += 1
            z_values[k] = right_bound - left_bound
            right_bound -= 1
        else:
            k1 = k - left_bound
            if z_values[k1] < right_bound - k + 1:
                z_values[k] = z_values[k1]
            else:
                left_bound = k
                while right_bound < length and text_str[right_bound - left_bound] == text_str[right_bound]:
                    right_bound += 1
                z_values[k] = right_bound - left_bound
                right_bound -= 1
    return z_values",ZFunc
811,"def z_array_standard(sequence):
    length = len(sequence)
    result = [0] * length
    left = 0
    right = 0
    for k in range(1, length):
        if k > right:
            left = right = k
            while right < length and sequence[right - left] == sequence[right]:
                right += 1
            result[k] = right - left
            right -= 1
        else:
            k1 = k - left
            if result[k1] < right - k + 1:
                result[k] = result[k1]
            else:
                left = k
                while right < length and sequence[right - left] == sequence[right]:
                    right += 1
                result[k] = right - left
                right -= 1
    return result",ZFunc
812,"def z_array_slicing(text):
    n = len(text)
    z = [0] * n
    for i in range(1, n):
        max_len = 0
        for j in range(n - i):
            if text[j:j+i] == text[i:i+i]:
                max_len = i
        z[i] = max_len
    return z",ZFunc
813,"def z_array_generator(string):
    def z_value(index):
        count = 0
        while index + count < len(string) and string[count] == string[index + count]:
            count += 1
        return count
    return [z_value(i) for i in range(len(string))]",ZFunc
814,"def z_array_recursive(s):
    def compute_z(index, l, r, z_arr):
        if index > r:
            l = r = index
            while r < len(s) and s[r - l] == s[r]:
                r += 1
            z_arr[index] = r - l
            r -= 1
            return l, r
        k = index - l
        if z_arr[k] < r - index + 1:
            z_arr[index] = z_arr[k]
            return l, r
        else:
            l = index
            while r < len(s) and s[r - l] == s[r]:
                r += 1
            z_arr[index] = r - l
            r -= 1
            return l, r
    z_arr = [0] * len(s)
    l, r = 0, 0
    for i in range(1, len(s)):
        l, r = compute_z(i, l, r, z_arr)
    return z_arr",ZFunc
815,"def z_array_comprehension(seq):
    n = len(seq)
    return [max(0, len(seq) - i - j) if seq[j:] == seq[i:i + len(seq) - i] else 0 for i in range(1, n) for j in range(i)]",ZFunc
816,"def z_array_bitwise(str_):
    length = len(str_)
    z = [0] * length
    left_pos = 0
    right_pos = 0
    for k in range(1, length):
        if k > right_pos:
            left_pos = right_pos = k
            while right_pos < length and str_[right_pos - left_pos] == str_[right_pos]:
                right_pos += 1
            z[k] = right_pos - left_pos
            right_pos -= 1
        else:
            k1 = k - left_pos
            if z[k1] < right_pos - k + 1:
                z[k] = z[k1]
            else:
                left_pos = k
                while right_pos < length and str_[right_pos - left_pos] == str_[right_pos]:
                    right_pos += 1
                z[k] = right_pos - left_pos
                right_pos -= 1
    return z",ZFunc
817,"def z_array_functional(text_):
    n = len(text_)
    result = [0] * n
    def find_z(idx):
        match_len = 0
        while idx + match_len < n and text_[match_len] == text_[idx + match_len]:
            match_len += 1
        return match_len
    return [find_z(i) for i in range(n)]",ZFunc
818,"def z_array_alt(pattern):
    n = len(pattern)
    z = [0] * n
    l = r = 0
    for i in range(1, n):
        if i <= r:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n - 1 and pattern[r - l + 1] == pattern[r + 1]:
                    r += 1
                z[i] = r - l + 1
        else:
            l = i
            while r < n - 1 and pattern[r - l + 1] == pattern[r + 1]:
                r += 1
            z[i] = r - l + 1
    return z",ZFunc
819,"def z_array_dict(string_):
    n = len(string_)
    z = {}
    for i in range(1, n):
        max_len = 0
        for j in range(i):
            if string_[j:j+i] == string_[i:i+i]:
                max_len = i
        z[i] = max_len
    return [z.get(i, 0) for i in range(n)]",ZFunc
820,"def z_array_map(seq):
    n = len(seq)
    def get_z_value(i):
        max_match = 0
        for j in range(n - i):
            if seq[:j+1] == seq[i:i + j + 1]:
                max_match = j + 1
        return max_match
    return list(map(get_z_value, range(1, n)))",ZFunc
821,"s = input()
n = len(s)
table = [0] * n
left = 0
right = 0
for k in range(1, n):
    if k > right:
        left = right = k
        while right < n and s[right - left] == s[right]:
            right += 1
        table[k] = right - left
        right -= 1
    else:
        k1 = k - left
        if table[k1] < right - k + 1:
            table[k] = table[k1]
        else:
            left = k
            while right < n and s[right - left] == s[right]:
                right += 1
            table[k] = right - left
            right -= 1
print(*table)",ZFunc
822,"string = input()
length = len(string)
z_array = [0] * length
l = 0
r = 0
i = 1
while i < length:
    if i > r:
        l = r = i
        while r < length and string[r - l] == string[r]:
            r += 1
        z_array[i] = r - l
        r -= 1
    else:
        k = i - l
        if z_array[k] < r - i + 1:
            z_array[i] = z_array[k]
        else:
            l = i
            while r < length and string[r - l] == string[r]:
                r += 1
            z_array[i] = r - l
            r -= 1
    i += 1
print(*z_array)",ZFunc
823,"text = input()
m = len(text)
z = [0] * m
prefix = 0
suffix = 0
for i in range(1, m):
    if i <= prefix:
        z[i] = min(prefix - i + 1, z[i - prefix])
    while i + z[i] < m and text[z[i]] == text[i + z[i]]:
        z[i] += 1
    if i + z[i] - 1 > prefix:
        prefix = i + z[i] - 1
print(*z)",ZFunc
824,"str_input = input()
n_len = len(str_input)
z_values = [0] * n_len
left_pos = 0
right_pos = 0
for i in range(1, n_len):
    if i > right_pos:
        left_pos = right_pos = i
        while right_pos < n_len and str_input[right_pos - left_pos] == str_input[right_pos]:
            right_pos += 1
        z_values[i] = right_pos - left_pos
        right_pos -= 1
    else:
        k = i - left_pos
        if z_values[k] < right_pos - i + 1:
            z_values[i] = z_values[k]
        else:
            left_pos = i
            while right_pos < n_len and str_input[right_pos - left_pos] == str_input[right_pos]:
                right_pos += 1
            z_values[i] = right_pos - left_pos
            right_pos -= 1
print(*z_values)",ZFunc
825,"inp_str = input()
size = len(inp_str)
z_arr = [0] * size
l_bound = 0
r_bound = 0
for i in range(1, size):
    if i <= r_bound:
        k = i - l_bound
        z_arr[i] = min(r_bound - i + 1, z_arr[k])
    while i + z_arr[i] < size and inp_str[z_arr[i]] == inp_str[i + z_arr[i]]:
        z_arr[i] += 1
    if i + z_arr[i] - 1 > r_bound:
        l_bound = i
        r_bound = i + z_arr[i] - 1
print(*z_arr)",ZFunc
826,"text_str = input()
text_len = len(text_str)
z_array_result = [0] * text_len
left_end = 0
right_end = 0
for i in range(1, text_len):
    if i > right_end:
        left_end = i
        right_end = i
        while right_end < text_len and text_str[right_end - left_end] == text_str[right_end]:
            right_end += 1
        z_array_result[i] = right_end - left_end
        right_end -= 1
    else:
        k_val = i - left_end
        if z_array_result[k_val] < right_end - i + 1:
            z_array_result[i] = z_array_result[k_val]
        else:
            left_end = i
            while right_end < text_len and text_str[right_end - left_end] == text_str[right_end]:
                right_end += 1
            z_array_result[i] = right_end - left_end
            right_end -= 1
print(*z_array_result)",ZFunc
827,"st = input()
n_val = len(st)
z_list = [0] * n_val
l_pt = 0
r_pt = 0
for k in range(1, n_val):
    if k > r_pt:
        l_pt = r_pt = k
        while r_pt < n_val and st[r_pt - l_pt] == st[r_pt]:
            r_pt += 1
        z_list[k] = r_pt - l_pt
        r_pt -= 1
    else:
        k_idx = k - l_pt
        if z_list[k_idx] < r_pt - k + 1:
            z_list[k] = z_list[k_idx]
        else:
            l_pt = k
            while r_pt < n_val and st[r_pt - l_pt] == st[r_pt]:
                r_pt += 1
            z_list[k] = r_pt - l_pt
            r_pt -= 1
print(*z_list)",ZFunc
828,"val = input()
strlen = len(val)
zarr = [0] * strlen
def calculate_z(s, n):
    l = 0
    r = 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and s[r - l] == s[r]:
                r += 1
            zarr[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if zarr[k1] < r - k + 1:
                zarr[k] = zarr[k1]
            else:
                l = k
                while r < n and s[r - l] == s[r]:
                    r += 1
                zarr[k] = r - l
                r -= 1
    return zarr
result = calculate_z(val, strlen)
print(*result)",ZFunc
829,"data = input()
data_len = len(data)
z_output = [0] * data_len
left_index = 0
right_index = 0
for i in range(1, data_len):
    if i > right_index:
        left_index = right_index = i
        while right_index < data_len and data[right_index - left_index] == data[right_index]:
            right_index += 1
        z_output[i] = right_index - left_index
        right_index -= 1
    else:
        k = i - left_index
        if z_output[k] < right_index - i + 1:
            z_output[i] = z_output[k]
        else:
            left_index = i
            while right_index < data_len and data[right_index - left_index] == data[right_index]:
                right_index += 1
            z_output[i] = right_index - left_index
            right_index -= 1
print(*z_output)",ZFunc
830,"input_string = input()
input_length = len(input_string)
z_table = [0] * input_length
l = 0
r = 0
for i in range(1, input_length):
    if i > r:
        l = r = i
        while r < input_length and input_string[r - l] == input_string[r]:
            r += 1
        z_table[i] = r - l
        r -= 1
    else:
        k = i - l
        if z_table[k] < r - i + 1:
            z_table[i] = z_table[k]
        else:
            l = i
            while r < input_length and input_string[r - l] == input_string[r]:
                r += 1
            z_table[i] = r - l
            r -= 1
print(*z_table)",ZFunc
831,"def z_function_one(pattern):
    n = len(pattern)
    z = [0] * n
    l, r = 0, 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and pattern[r - l] == pattern[r]:
                r += 1
            z[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z[k1] < r - k + 1:
                z[k] = z[k1]
            else:
                l = k
                while r < n and pattern[r - l] == pattern[r]:
                    r += 1
                z[k] = r - l
                r -= 1
    return z
input_string = input()
n = len(input_string)
z_array = z_function_one(input_string)
print(*z_array)",ZFunc
832,"def z_function_two(text):
    length = len(text)
    z_values = [0] * length
    left = 0
    right = 0
    for i in range(1, length):
        if i > right:
            left = right = i
            while right < length and text[right - left] == text[right]:
                right += 1
            z_values[i] = right - left
            right -= 1
        else:
            k = i - left
            if z_values[k] < right - i + 1:
                z_values[i] = z_values[k]
            else:
                left = i
                while right < length and text[right - left] == text[right]:
                    right += 1
                z_values[i] = right - left
                right -= 1
    return z_values
str_input = input()
n = len(str_input)
z_result = z_function_two(str_input)
print(' '.join(map(str, z_result)))",ZFunc
833,"def z_function_three(s):
    n = len(s)
    z = [0] * n
    l = 0
    r = 0
    i = 1
    while i < n:
        if i > r:
            l = r = i
            while r < n and s[r - l] == s[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and s[r - l] == s[r]:
                    r += 1
                z[i] = r - l
                r -= 1
        i += 1
    return z
text = input()
n = len(text)
z_array = z_function_three(text)
print(*z_array, sep=' ')",ZFunc
834,"def z_function_four(string):
    length = len(string)
    z_arr = [0] * length
    left_pos = 0
    right_pos = 0
    for k in range(1, length):
        if k > right_pos:
            left_pos = right_pos = k
            while right_pos < length and string[right_pos - left_pos] == string[right_pos]:
                right_pos += 1
            z_arr[k] = right_pos - left_pos
            right_pos -= 1
        else:
            k1 = k - left_pos
            if z_arr[k1] < right_pos - k + 1:
                z_arr[k] = z_arr[k1]
            else:
                left_pos = k
                while right_pos < length and string[right_pos - left_pos] == string[right_pos]:
                    right_pos += 1
                z_arr[k] = right_pos - left_pos
                right_pos -= 1
    return z_arr
str_in = input()
n = len(str_in)
z_values = z_function_four(str_in)
print(*z_values)",ZFunc
835,"def z_function_five(input_str):
    n = len(input_str)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i <= r:
            k = i - l
            z[i] = min(r - i + 1, z[k])
        while i + z[i] < n and input_str[z[i]] == input_str[i + z[i]]:
            z[i] += 1
        if i + z[i] - 1 > r:
            l = i
            r = i + z[i] - 1
    return z
s = input()
n = len(s)
z_array = z_function_five(s)
print(*z_array)",ZFunc
836,"def z_function_six(text_input):
    n = len(text_input)
    z_values = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and text_input[r - l] == text_input[r]:
                r += 1
            z_values[i] = r - l
            r -= 1
        else:
            k = i - l
            if z_values[k] < r - i + 1:
                z_values[i] = z_values[k]
            else:
                l = i
                while r < n and text_input[r - l] == text_input[r]:
                    r += 1
                z_values[i] = r - l
                r -= 1
    return z_values
string = input()
n = len(string)
z_result = z_function_six(string)
print(' '.join(map(str, z_result)))",ZFunc
837,"def z_function_seven(pattern_str):
    n = len(pattern_str)
    z = [0] * n
    l, r = 0, 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and pattern_str[r - l] == pattern_str[r]:
                r += 1
            z[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z[k1] < r - k + 1:
                z[k] = z[k1]
            else:
                l = k
                while r < n and pattern_str[r - l] == pattern_str[r]:
                    r += 1
                z[k] = r - l
                r -= 1
    return z
input_str = input()
n = len(input_str)
z_array = z_function_seven(input_str)
print(*z_array)",ZFunc
838,"def z_function_eight(s):
    n = len(s)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and s[r - l] == s[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and s[r - l] == s[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
text = input()
n = len(text)
z_array = z_function_eight(text)
print(*z_array, sep=' ')",ZFunc
839,"def z_function_nine(string):
    n = len(string)
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and string[r - l] == string[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and string[r - l] == string[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
input_string = input()
n = len(input_string)
z_array = z_function_nine(input_string)
print(*z_array)",ZFunc
840,"def z_function_ten(str_):
    length = len(str_)
    z_arr = [0] * length
    left = 0
    right = 0
    for i in range(1, length):
        if i > right:
            left = right = i
            while right < length and str_[right - left] == str_[right]:
                right += 1
            z_arr[i] = right - left
            right -= 1
        else:
            k = i - left
            if z_arr[k] < right - i + 1:
                z_arr[i] = z_arr[k]
            else:
                left = i
                while right < length and str_[right - left] == str_[right]:
                    right += 1
                z_arr[i] = right - left
                right -= 1
    return z_arr
input_str = input()
n = len(input_str)
z_values = z_function_ten(input_str)
print(*z_values)",ZFunc
841,"def z_array_calc(pattern):
    n = len(pattern)
    z = [0] * n
    left = 0
    right = 0
    for k in range(1, n):
        if k > right:
            left = right = k
            while right < n and pattern[right - left] == pattern[right]:
                right += 1
            z[k] = right - left
            right -= 1
        else:
            k1 = k - left
            if z[k1] < right - k + 1:
                z[k] = z[k1]
            else:
                left = k
                while right < n and pattern[right - left] == pattern[right]:
                    right += 1
                z[k] = right - left
                right -= 1
    return z
input_string = input()
n = len(input_string)
z_arr = z_array_calc(input_string)
print(*z_arr)",ZFunc
842,"def compute_z(string):
    length = len(string)
    z_vals = [0] * length
    l, r = 0, 0
    i = 1
    while i < length:
        if i <= r:
            z_vals[i] = min(r - i + 1, z_vals[i - l])
        while i + z_vals[i] < length and string[z_vals[i]] == string[i + z_vals[i]]:
            z_vals[i] += 1
        if i + z_vals[i] - 1 > r:
            l = i
            r = i + z_vals[i] - 1
        i += 1
    return z_vals
text = input()
n = len(text)
z = compute_z(text)
print(*z)",ZFunc
843,"def zfunction(s):
    n = len(s)
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i <= r:
            z[i] = min(r - i + 1, z[i - l])
        while i + z[i] < n and s[z[i]] == s[i + z[i]]:
            z[i] += 1
        if i + z[i] - 1 > r:
            l = i
            r = i + z[i] - 1
    return z
str_input = input()
n = len(str_input)
z_array = zfunction(str_input)
print(*z_array)",ZFunc
844,"def calculate_z(text_in):
    n = len(text_in)
    z_val = [0] * n
    left_boundary = 0
    right_boundary = 0
    for k in range(1,n):
        if k > right_boundary:
            left_boundary = right_boundary = k
            while right_boundary < n and text_in[right_boundary - left_boundary] == text_in[right_boundary]:
                right_boundary += 1
            z_val[k] = right_boundary - left_boundary
            right_boundary -= 1
        else:
            k_diff = k - left_boundary
            if z_val[k_diff] < right_boundary - k + 1:
                z_val[k] = z_val[k_diff]
            else:
                left_boundary = k
                while right_boundary < n and text_in[right_boundary - left_boundary] == text_in[right_boundary]:
                    right_boundary += 1
                z_val[k] = right_boundary - left_boundary
                right_boundary -= 1
    return z_val
input_str = input()
n = len(input_str)
z_result = calculate_z(input_str)
print(*z_result)",ZFunc
845,"def get_z_array(string_val):
    n = len(string_val)
    z_arr = [0] * n
    l = 0
    r = 0
    i = 1
    while i < n:
        if i <= r:
            z_arr[i] = min(r - i + 1, z_arr[i - l])
        while i + z_arr[i] < n and string_val[z_arr[i]] == string_val[i + z_arr[i]]:
            z_arr[i] += 1
        if i + z_arr[i] - 1 > r:
            l = i
            r = i + z_arr[i] - 1
        i += 1
    return z_arr
s = input()
n = len(s)
z = get_z_array(s)
print(*z)",ZFunc
846,"def z_func(txt):
    n = len(txt)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i <= r:
            z[i] = min(r - i + 1, z[i - l])
        while i + z[i] < n and txt[z[i]] == txt[i + z[i]]:
            z[i] += 1
        if i + z[i] - 1 > r:
            l = i
            r = i + z[i] - 1
    return z
string_input = input()
n = len(string_input)
z_array = z_func(string_input)
print(*z_array)",ZFunc
847,"def build_z(seq):
    n = len(seq)
    z = [0] * n
    leftmost = 0
    rightmost = 0
    for i in range(1, n):
        if i > rightmost:
            leftmost = rightmost = i
            k = 0
            while rightmost < n and seq[k] == seq[rightmost]:
                k += 1
                rightmost += 1
            z[i] = k
            rightmost -= 1
        else:
            k = i - leftmost
            if z[k] < rightmost - i + 1:
                z[i] = z[k]
            else:
                leftmost = i
                k = 0
                while rightmost < n and seq[k] == seq[rightmost]:
                    k += 1
                    rightmost += 1
                z[i] = k
                rightmost -= 1
    return z
phrase = input()
n = len(phrase)
z_output = build_z(phrase)
print(*z_output)",ZFunc
848,"def z_algorithm(text_data):
    n = len(text_data)
    z_values = [0] * n
    left_pos = 0
    right_pos = 0
    for i in range(1, n):
        if i <= right_pos:
            z_values[i] = min(right_pos - i + 1, z_values[i - left_pos])
        while i + z_values[i] < n and text_data[z_values[i]] == text_data[i + z_values[i]]:
            z_values[i] += 1
        if i + z_values[i] - 1 > right_pos:
            left_pos = i
            right_pos = i + z_values[i] - 1
    return z_values
word = input()
n = len(word)
result_z = z_algorithm(word)
print(*result_z)",ZFunc
849,"def create_z(input_str):
    n = len(input_str)
    z_arr = [0] * n
    l, r = 0, 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and input_str[r - l] == input_str[r]:
                r += 1
            z_arr[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z_arr[k1] < r - k + 1:
                z_arr[k] = z_arr[k1]
            else:
                l = k
                while r < n and input_str[r - l] == input_str[r]:
                    r += 1
                z_arr[k] = r - l
                r -= 1
    return z_arr
string = input()
n = len(string)
z_values = create_z(string)
print(*z_values)",ZFunc
850,"def z_func_recursive(string, idx, l, r, z_array):
    n = len(string)
    if idx == n:
        return z_array
    if idx <= r:
        z_array[idx] = min(r - idx + 1, z_array[idx - l])
    else:
        l_temp, r_temp = idx, idx
        while r_temp < n and string[r_temp - l_temp] == string[r_temp]:
            r_temp += 1
        z_array[idx] = r_temp - l_temp
        l = idx
        r = r_temp - 1
    return z_func_recursive(string, idx + 1, l, r, z_array)
input_text = input()
n = len(input_text)
z = [0] * n
z_result = z_func_recursive(input_text, 1, 0, 0, z)
print(*z_result)",ZFunc
851,"def z_function_v1(pattern, length):
    z = [0] * length
    left = 0
    right = 0
    for k in range(1, length):
        if k > right:
            left = right = k
            while right < length and pattern[right - left] == pattern[right]:
                right += 1
            z[k] = right - left
            right -= 1
        else:
            k1 = k - left
            if z[k1] < right - k + 1:
                z[k] = z[k1]
            else:
                left = k
                while right < length and pattern[right - left] == pattern[right]:
                    right += 1
                z[k] = right - left
                right -= 1
    return z
input_string = input()
n = len(input_string)
z_array = z_function_v1(input_string, n)
print(*z_array)",ZFunc
852,"def z_function_v2(text, size):
    z_values = [0] * size
    l, r = 0, 0
    i = 1
    while i < size:
        if i <= r:
            z_values[i] = min(r - i + 1, z_values[i - l])
        else:
            l, r = i, i
            while r < size and text[r - l] == text[r]:
                r += 1
            z_values[i] = r - l
            r -= 1
        i += 1
    return z_values
str_input = input()
n = len(str_input)
z_result = z_function_v2(str_input, n)
print(' '.join(map(str, z_result)))",ZFunc
853,"def z_function_v3(s, n):
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and s[r - l] == s[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and s[r - l] == s[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
text = input()
length = len(text)
z_array = z_function_v3(text, length)
print(*z_array, sep=' ')",ZFunc
854,"def z_function_v4(string, length):
    z_arr = [0] * length
    left_pos = 0
    right_pos = 0
    for i in range(1, length):
        if i > right_pos:
            left_pos = right_pos = i
            while right_pos < length and string[right_pos - left_pos] == string[right_pos]:
                right_pos += 1
            z_arr[i] = right_pos - left_pos
            right_pos -= 1
        else:
            k = i - left_pos
            if z_arr[k] < right_pos - i + 1:
                z_arr[i] = z_arr[k]
            else:
                left_pos = i
                while right_pos < length and string[right_pos - left_pos] == string[right_pos]:
                    right_pos += 1
                z_arr[i] = right_pos - left_pos
                right_pos -= 1
    return z_arr
input_str = input()
n = len(input_str)
z_values = z_function_v4(input_str, n)
print(*z_values)",ZFunc
855,"def z_function_v5(data, size):
    z_values = [0] * size
    l, r = 0, 0
    for i in range(1, size):
        if i > r:
            l = r = i
            while r < size and data[r - l] == data[r]:
                r += 1
            z_values[i] = r - l
            r -= 1
        else:
            k = i - l
            if z_values[k] < r - i + 1:
                z_values[i] = z_values[k]
            else:
                l = i
                while r < size and data[r - l] == data[r]:
                    r += 1
                z_values[i] = r - l
                r -= 1
    return z_values
s = input()
n = len(s)
z_array = z_function_v5(s, n)
print(*z_array)",ZFunc
856,"def z_function_v6(text, n):
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i <= r:
            z[i] = min(r - i + 1, z[i - l])
        else:
            l = r = i
            while r < n and text[r - l] == text[r]:
                r += 1
            z[i] = r - l
            r -= 1
    return z
str_input = input()
length = len(str_input)
z_result = z_function_v6(str_input, length)
print(*z_result)",ZFunc
857,"def z_function_v7(pattern, length):
    z = [0] * length
    left = 0
    right = 0
    i = 1
    while i < length:
        if i > right:
            left = right = i
            while right < length and pattern[right - left] == pattern[right]:
                right += 1
            z[i] = right - left
            right -= 1
        else:
            k = i - left
            if z[k] < right - i + 1:
                z[i] = z[k]
            else:
                left = i
                while right < length and pattern[right - left] == pattern[right]:
                    right += 1
                z[i] = right - left
                right -= 1
        i += 1
    return z
input_string = input()
n = len(input_string)
z_array = z_function_v7(input_string, n)
print(' '.join(map(str, z_array)))",ZFunc
858,"def z_function_v8(s, n):
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and s[r - l] == s[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and s[r - l] == s[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
text = input()
length = len(text)
z_array = z_function_v8(text, length)
print(*z_array, sep=',')",ZFunc
859,"def z_function_v9(string, size):
    z_values = [0] * size
    left = 0
    right = 0
    for i in range(1, size):
        if i > right:
            left = right = i
            while right < size and string[right - left] == string[right]:
                right += 1
            z_values[i] = right - left
            right -= 1
        else:
            k = i - left
            if z_values[k] < right - i + 1:
                z_values[i] = z_values[k]
            else:
                left = i
                while right < size and string[right - left] == string[right]:
                    right += 1
                z_values[i] = right - left
                right -= 1
    return z_values
input_str = input()
n = len(input_str)
z_result = z_function_v9(input_str, n)
print(*z_result)",ZFunc
860,"def z_function_v10(data, length):
    z = [0] * length
    l = 0
    r = 0
    for k in range(1, length):
        if k > r:
            l = r = k
            while r < length and data[r - l] == data[r]:
                r += 1
            z[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z[k1] < r - k + 1:
                z[k] = z[k1]
            else:
                l = k
                while r < length and data[r - l] == data[r]:
                    r += 1
                z[k] = r - l
                r -= 1
    return z
s = input()
n = len(s)
z_array = z_function_v10(s, n)
print(*z_array)",ZFunc
861,"def z_function_one(pattern):
    n = len(pattern)
    z = [0] * n
    l, r = 0, 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and pattern[r - l] == pattern[r]:
                r += 1
            z[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z[k1] < r - k + 1:
                z[k] = z[k1]
            else:
                l = k
                while r < n and pattern[r - l] == pattern[r]:
                    r += 1
                z[k] = r - l
                r -= 1
    return z
input_string = input()
n = len(input_string)
z_array = z_function_one(input_string)
print(*z_array)",ZFunc
862,"def z_function_two(text):
    length = len(text)
    z_values = [0] * length
    left = 0
    right = 0
    for i in range(1, length):
        if i > right:
            left = right = i
            while right < length and text[right - left] == text[right]:
                right += 1
            z_values[i] = right - left
            right -= 1
        else:
            k = i - left
            if z_values[k] < right - i + 1:
                z_values[i] = z_values[k]
            else:
                left = i
                while right < length and text[right - left] == text[right]:
                    right += 1
                z_values[i] = right - left
                right -= 1
    return z_values
str_input = input()
n = len(str_input)
z_result = z_function_two(str_input)
print(' '.join(map(str, z_result)))",ZFunc
